,Data,LDA_topic,LDA_topic_tfidf
2091,how to idea 2,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2092,how to idea celebration offer,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2093,how to idea celebration pack activated,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2094,how to idea celebration pack enable,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2095,how to idea celebretions pack actevite,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2096,how to idea code,"0.143*""phone"" + 0.134*""redeem"" + 0.097*""paytm"" + 0.081*""voic""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2097,how to idea code gmail,"0.143*""phone"" + 0.134*""redeem"" + 0.097*""paytm"" + 0.081*""voic""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2098,how to idea data separate youtube separate setting,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.086*""voic"" + 0.071*""sign"" + 0.071*""password"" + 0.056*""appli"""
2099,how to idea data transfor,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2100,how to idea data17gb,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2101,how to idea dth online booking,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2102,how to idea ekyc,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2103,how to idea free 2gb net,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2104,how to idea free net,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2105,how to idea log out log out,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2106,how to idea membership,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2107,how to idea name idea,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2108,how to idea offer,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2109,how to idea offer check,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2110,how to idea offer recharge,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2111,how to idea other number recharge,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
2112,how to idea prime,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.089*""transfer"" + 0.077*""link"" + 0.068*""stop"" + 0.064*""prime"""
2113,how to idea recharge long time,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2114,how to idea rechge,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2115,how to idea server,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2116,how to idea speed improve,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2117,how to idea speed increase,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2118,how to idea to idea free calls,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.091*""call"" + 0.076*""ideatv"" + 0.060*""open"" + 0.057*""block"""
2119,how to idea tower analyser,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
2120,how to idea tune apply by mobile,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.086*""voic"" + 0.071*""sign"" + 0.071*""password"" + 0.056*""appli"""
2121,how to idea unlimited net,"0.194*""mobil"" + 0.170*""check"" + 0.118*""help"" + 0.061*""recharg""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2122,how to idea voice sports call sms or call in support,"0.143*""phone"" + 0.134*""redeem"" + 0.097*""paytm"" + 0.081*""voic""","0.086*""voic"" + 0.071*""sign"" + 0.071*""password"" + 0.056*""appli"""
2123,how to idea wifi modem details,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2124,how to idea4gvoice app activate on 3g mobile,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2125,how to ideaapp in insitteld my muics app,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2126,how to ideaapp logout,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
2127,how to ideaapp use,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2128,how to ideaapplication form,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2129,how to ideamoney,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
2130,how to ideamusic id,"0.194*""mobil"" + 0.170*""check"" + 0.118*""help"" + 0.061*""recharg""","0.203*""chang"" + 0.076*""login"" + 0.059*""ideamus"" + 0.054*""today"""
2131,how to ideanetwork,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
2132,how to ideanumbers in my mobile phone is not working properly,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.120*""coupon"" + 0.115*""download"" + 0.108*""rington"" + 0.068*""unlock"""
2133,how to ideaphone exchange offer book,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2134,how to ideaphone recharge,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2135,how to ideaphone recharge 49 convert 448,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2136,how to ideaphone recharge 49 into,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2137,how to ideasim online apply,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2138,how to ideasim price new,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.120*""coupon"" + 0.115*""download"" + 0.108*""rington"" + 0.068*""unlock"""
2139,how to ideasim to offline calling,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
2140,how to ideasim will be activate,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
2141,how to ideasim working,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2142,how to ideatv,"0.454*""voucher"" + 0.320*""recharg"" + 0.046*""rupe"" + 0.039*""ideatv""","0.091*""call"" + 0.076*""ideatv"" + 0.060*""open"" + 0.057*""block"""
2143,how to ideatv open,"0.194*""mobil"" + 0.170*""check"" + 0.118*""help"" + 0.061*""recharg""","0.091*""call"" + 0.076*""ideatv"" + 0.060*""open"" + 0.057*""block"""
2144,how to join,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2145,how to join in account,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2146,how to join in idea member ship,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2147,how to join idea member ship,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2148,how to join idea prime,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2149,how to join idea prime member,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2150,how to join ideanumber,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2151,how to join membership,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2152,how to join ola label,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2153,how to join the idea device,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2154,how to join your idea company,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.086*""voic"" + 0.071*""sign"" + 0.071*""password"" + 0.056*""appli"""
2155,how to kaun banega crorepati apps,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.086*""voic"" + 0.071*""sign"" + 0.071*""password"" + 0.056*""appli"""
2156,how to kbc play,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
2157,how to keep a account in phone,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.243*""recharg"" + 0.132*""phone"" + 0.125*""mobil"" + 0.091*""remov"""
2158,how to keep a hollow tune on idea,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
2159,how to keep our phone ringtone on other phone coming,"0.143*""phone"" + 0.134*""redeem"" + 0.097*""paytm"" + 0.081*""voic""","0.243*""recharg"" + 0.132*""phone"" + 0.125*""mobil"" + 0.091*""remov"""
2160,how to keep our ringtone go to another phone ringtone,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.120*""coupon"" + 0.115*""download"" + 0.108*""rington"" + 0.068*""unlock"""
2161,how to keep song in call,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.203*""chang"" + 0.076*""login"" + 0.059*""ideamus"" + 0.054*""today"""
2162,how to khonw myidea user id,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.091*""call"" + 0.076*""ideatv"" + 0.060*""open"" + 0.057*""block"""
2163,how to kill how to kill shower mold,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
2164,how to kill myidea,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
2165,how to kiss a beautiful girl on lips youtube video,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.091*""call"" + 0.076*""ideatv"" + 0.060*""open"" + 0.057*""block"""
2166,how to know about idea broadband,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2167,how to know about my data plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2168,how to know about my data uses,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
2169,how to know about new idea conection start and its plans,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
2170,how to know about our balance,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2171,how to know account balancr,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2172,how to know another ideanumber offer,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
2173,how to know call detail of idea,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2174,how to know how many sims avilable,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2175,how to know how much internet is ther,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
2176,how to know how my call details someone getting,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2177,how to know how to know the date,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2178,how to know imei no,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2179,how to know it is prepaid or postpaid,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.089*""transfer"" + 0.077*""link"" + 0.068*""stop"" + 0.064*""prime"""
2180,how to know idea account number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2181,how to know idea balance in moto g4 plus,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2182,how to know idea ka number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2183,how to know idea offer,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
2184,how to know ideaid username,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
2185,how to know moon,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2186,how to know my browsing history,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
2187,how to know my call,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2188,how to know my contact list,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
2189,how to know my current plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
2190,how to know my data,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2191,how to know my every level data balance,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2192,how to know my idea nub,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2193,how to know my net balance in ideaapp myideaapp,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
2194,how to know my net usage,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
